Volatility 3 Framework 2.21.0

Offset	Name
0x850bb35abd60	\Windows\SoftwareDistribution\DataStore\Logs\edb.log
0x850bb35abef0	\$Directory
0x850bb35ac210	\Windows\WindowsUpdate.log
0x850bb35ac3a0	\Windows\SoftwareDistribution\DataStore\DataStore.edb
0x850bb35ac530	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx
0x850bb35ac6c0	\Windows\System32\wups2.dll
0x850bb35ac850	\Windows\System32\dmcmnutils.dll
0x850bb35ac9e0	\Endpoint
0x850bb35acb70	\ProgramData\Microsoft\Windows Defender\Definition Updates\{1AA40DDA-98A2-4A20-9B0E-ED89EA645AE1}\mpasbase.vdm
0x850bb35acd00	\ProgramData\Microsoft\Windows Defender\Definition Updates\{1AA40DDA-98A2-4A20-9B0E-ED89EA645AE1}\mpasdlta.vdm
0x850bb35ace90	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\IndexedDB.edb
0x850bb35ad1b0	\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
0x850bb35ad340	\Endpoint
0x850bb35ad4d0	\Windows\System32\security.dll
0x850bb35ad660	\Users\User\AppData\Local\Microsoft\Windows\WebCacheLock.dat
0x850bb35ad7f0	\ProgramData\Microsoft\Windows Defender\Definition Updates\{1AA40DDA-98A2-4A20-9B0E-ED89EA645AE1}\mpengine.dll
0x850bb35ad980	\Windows\Branding\Basebrd\en-US\basebrd.dll.mui
0x850bb35adb10	\Users\User\AppData\Local\Microsoft\Windows\WebCache\V01.log
0x850bb35adca0	\Users\User\AppData\Local\Microsoft\Windows\WebCache\V01.chk
0x850bb35ade30	\Windows\System32\mshtml.dll
0x850bb35ae150	\Windows\SoftwareDistribution\DataStore\DataStore.edb
0x850bb35ae470	\Windows\System32\en-US\ESENT.dll.mui
0x850bb35ae600	\$Directory
0x850bb35ae790	\ProgramData\Microsoft\Windows Defender\Definition Updates\{1AA40DDA-98A2-4A20-9B0E-ED89EA645AE1}\mpavdlta.vdm
0x850bb35ae920	\Windows\Registration\R000000000006.clb
0x850bb35aeab0	\Users\User\AppData\Local\Microsoft\Windows\WebCache\V01.log
0x850bb35aec40	\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db-shm
0x850bb35aedd0	\Windows\System32\winevt\Logs\Microsoft-Windows-Store%4Operational.evtx
0x850bb35af0f0	\ProgramData\Microsoft\Windows Defender\Definition Updates\{1AA40DDA-98A2-4A20-9B0E-ED89EA645AE1}\mpavbase.vdm
0x850bb35af280	\$Directory
0x850bb35af730	\Windows\System32\winevt\Logs\Microsoft-Client-Licensing-Platform%4Admin.evtx
0x850bb35af8c0	\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db-wal
0x850bb35afbe0	\Windows\System32\en-US\mswsock.dll.mui
0x850bb35afd70	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.DB
0x850bb35b0090	\Windows\System32\WofUtil.dll
0x850bb35b0220	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.67
0x850bb35b03b0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.A0
0x850bb35b0540	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.6C
0x850bb35b06d0	\$Directory
0x850bb35b0860	\ProgramData\Microsoft\Windows Defender\Definition Updates\{1AA40DDA-98A2-4A20-9B0E-ED89EA645AE1}\mpavdlta.vdm
0x850bb35b0b80	\Windows\Registration\R000000000006.clb
0x850bb35b0d10	\Windows\System32\en-US\mshtml.dll.mui
0x850bb35b0ea0	\Program Files\WindowsApps\Microsoft.WindowsCalculator_11.2411.1.0_x64__8wekyb3d8bbwe\Assets\Date.targetsize-16_contrast-white.png
0x850bb35b1350	\srvsvc
0x850bb35b1670	\ProgramData\Microsoft\Windows Defender\Definition Updates\StableEngineEtwLocation\mpengine_etw.dll
0x850bb35b1800	\ProgramData\Microsoft\Windows Defender\Definition Updates\{1AA40DDA-98A2-4A20-9B0E-ED89EA645AE1}\mpavbase.vdm
0x850bb35b1990	\ProgramData\Microsoft\Windows Defender\Definition Updates\{1AA40DDA-98A2-4A20-9B0E-ED89EA645AE1}\mpasbase.vdm
0x850bb35b1b20	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.E6
0x850bb35b1cb0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.87
0x850bb35b2160	\Users\User\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat
0x850bb35b22f0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.80
0x850bb35b2480	\ProgramData\Microsoft\Windows Defender\Definition Updates\{1AA40DDA-98A2-4A20-9B0E-ED89EA645AE1}\mpasdlta.vdm
0x850bb35b2610	\Users\User\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.jfm
0x850bb35b27a0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin
0x850bb35b2ac0	\$Directory
0x850bb35b2c50	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.7E
0x850bb35b2de0	\Windows\System32\ktmw32.dll
0x850bb35b3100	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb.jfm
0x850bb35b3290	\$Directory
0x850bb35b3420	\$Directory
0x850bb35b3740	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x850bb35b3bf0	\Windows\System32\en-US\StartTileData.dll.mui
0x850bb35b3d80	\Windows\System32\msdtc.exe
0x850bb35b4230	\Users\User\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_CBDCCBFE4F7A916411C1E69BDD97BB04
0x850bb35b43c0	\$Directory
0x850bb35b4550	\Windows\System32\mtxclu.dll
0x850bb35b46e0	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x850bb35b4870	\Windows\System32\xolehlp.dll
0x850bb35b4a00	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x850bb35b4b90	\$Directory
0x850bb35b4eb0	\Windows\System32\en-US\crypt32.dll.mui
0x850bb35b51d0	\Windows\System32\schedcli.dll
0x850bb35b5360	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb.jfm
0x850bb35b54f0	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x850bb35b5680	\Users\User\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_CBDCCBFE4F7A916411C1E69BDD97BB04
0x850bb35b59a0	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\edb.loglog
0x850bb35b5b30	\$Directory
0x850bb35b5cc0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\7855e13ec99b835e_0
0x850bb35b5e50	\Windows\System32\msdtcprx.dll
0x850bb35b6300	\Windows\System32\en-US\msdtc.exe.mui
0x850bb35b6620	\Windows\System32\wbem\wmipcima.dll
0x850bb35b67b0	\$Directory
0x850bb35b6940	\Windows\System32
0x850bb35b6ad0	\Windows\System32\msftedit.dll
0x850bb35b6c60	\Windows\System32\globinputhost.dll
0x850bb35b6df0	\Windows\System32\InputSwitch.dll
0x850bb35b7110	\Windows\System32\input.dll
0x850bb35b72a0	\Windows\System32\wmi.dll
0x850bb35b75c0	\Windows\System32\wuauclt.exe
0x850bb35b7750	\Program Files\WindowsApps\Microsoft.WindowsCalculator_11.2411.1.0_x64__8wekyb3d8bbwe\CalculatorApp.dll
0x850bb35b78e0	\Windows\System32\wuapi.dll
0x850bb35b7a70	\Windows\System32\wuaueng.dll
0x850bb35b7c00	\Windows\System32\msdtctm.dll
0x850bb35b80b0	\Windows\System32\mtxoci.dll
0x850bb35b8240	\Windows\System32\en-US\windows.ui.xaml.dll.mui
0x850bb35b83d0	\Windows\System32\wuuhext.dll
0x850bb35b8560	\Windows\System32\en-US\InputSwitch.dll.mui
0x850bb35b86f0	\Windows\System32\msdtclog.dll
0x850bb35b8a10	\Windows\System32\msdtcVSp1res.dll
0x850bb35b8ba0	\Windows\System32\en-US\input.dll.mui
0x850bb35b8d30	\Windows\System32\MsDtc\Trace\dtctrace.log
0x850bb35b8ec0	\Windows\System32\Windows.UI.Xaml.Resources.Common.dll
0x850bb35b91e0	\Windows\System32\en-US\FirewallControlPanel.dll.mui
0x850bb35b9370	\Windows\System32
0x850bb35b9500	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.01
0x850bb35b9690	\Windows\Registration\R000000000006.clb
0x850bb35b9820	\Windows\System32\BitsProxy.dll
0x850bb35b99b0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.7C
0x850bb35b9b40	\Windows\System32\en-US\KernelBase.dll.mui
0x850bb35b9e60	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.83
0x850bb35ba180	\$Directory
0x850bb35ba310	\Endpoint
0x850bb35ba4a0	\Windows\System32\updatepolicy.dll
0x850bb35ba630	\Endpoint
0x850bb35ba7c0	\CMApi
0x850bb35baae0	\Windows\System32\en-US\dosvc.dll.mui
0x850bb35bb120	\Windows\Registration\R000000000006.clb
0x850bb35bb2b0	\lsass
0x850bb35bb440	\Windows\System32\en-US\svchost.exe.mui
0x850bb35bb5d0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Logs\dosvc.20250127_090651_625.etl
0x850bb35bb760	\Windows\System32\svchost.exe
0x850bb35bb8f0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3AA7565871529F8044CB473BFFF8642D485FF0F7.bin.79
0x850bb35bba80	\$Directory
0x850bb35bbc10	\Windows\System32\wuuhosdeployment.dll
0x850bb35bbda0	\Windows\System32\MsDtc\MSDTC.LOG
0x850bb35bc0c0	\Windows\System32\en-US\msdtcVSp1res.dll.mui
0x850bb35bc250	\Windows\System32\FirewallControlPanel.dll
0x850bb35bc3e0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG1
0x850bb35bc570	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat
0x850bb35bc700	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal
0x850bb35bc890	\$Directory
0x850bb35bca20	\$Directory
0x850bb35bcbb0	\Windows\System32\WaaSMedicSvc.dll
0x850bb35bcd40	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\Office16\Mso98win32client.dll
0x850bb35bced0	\CMNotify
0x850bb35bd1f0	\Windows\System32\rundll32.exe
0x850bb35bd510	\$Directory
0x850bb35bd830	\$Directory
0x850bb35bd9c0	\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\Data\274af3e0558ba8edab0f32eba05b430cbcba1f48
0x850bb35bdb50	\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates
0x850bb35bde70	\ProgramData\Microsoft\Windows Defender\Platform\4.18.24090.11-0\NisSrv.exe
0x850bb35be320	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm
0x850bb35be4b0	\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\Data\5ff2c7335876ae1b1ef0decf2cfa9b23dd9254dc
0x850bb35be640	\ProgramData\Microsoft\Windows Defender\IMpService77BDAF73-B396-481F-9042-AD358843EC24.lock
0x850bb35be7d0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG2
0x850bb35be960	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db
0x850bb35beaf0	\Windows\System32\Windows.Internal.System.UserProfile.dll
0x850bb35bec80	\CMApi
0x850bb35bee10	\ProgramData\Microsoft\Windows Defender\Platform\4.18.24090.11-0\en-US\MpAsDesc.dll.mui
0x850bb35bf130	\Windows\System32\StorageUsage.dll
0x850bb35bf2c0	\$Directory
0x850bb35bf450	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db
0x850bb35bf5e0	\Windows\Registration\R000000000006.clb
0x850bb35bf770	\Windows\System32\StorSvc.dll
0x850bb35bf900	\Windows\System32\domgmt.dll
0x850bb35bfa90	\CMApi
0x850bb35bfc20	\Windows\System32\win32kbase.sys
0x850bb35bfdb0	\Windows\System32\adtschema.dll
0x850bb35c00d0	\Windows\System32\svchost.exe
0x850bb35c0260	\Windows\Registration\R000000000005.clb
0x850bb35c0580	\Windows\System32
0x850bb35c0710	\Program Files\desktop.ini
0x850bb35c08a0	\Windows\System32\mfcsubs.dll
0x850bb35c0a30	\Windows\System32\DeviceCredential.dll
0x850bb35c0d50	\Windows\Globalization\ICU\zoneinfo64.res
0x850bb35c0ee0	\Windows\System32\en-US\winlogon.exe.mui
0x850bb35c1200	\Windows\System32\microsoft-windows-system-events.dll
0x850bb35c1390	\Windows\System32\catsrvps.dll
0x850bb35c1520	\Windows\System32\bcd.dll
0x850bb35c16b0	\System Volume Information\WPSettings.dat
0x850bb35c1840	\Windows\System32\catsrv.dll
0x850bb35c1b60	\Windows\System32\en-US\microsoft-windows-system-events.dll.mui
0x850bb35c1cf0	\Windows\System32
0x850bb35c1e80	\Windows\Fonts\segoeuisl.ttf
0x850bb35c21a0	\Windows\Registration\R000000000006.clb
0x850bb35c2330	\Windows\System32\en-US\adtschema.dll.mui
0x850bb35c24c0	\Windows\System32\catsrvut.dll
0x850bb35c2650	\Windows\System32\en-US\svchost.exe.mui
0x850bb35c27e0	\Windows\System32\en-US\windows.storage.dll.mui
0x850bb35c2970	\Windows\System32\vss_ps.dll
0x850bb35c2b00	\Windows\System32\en-US\winnlsres.dll.mui
0x850bb35c2e20	\$Directory
0x850bb35c3140	\Program Files\VMware\VMware Tools\gthread-2.0.dll
0x850bb35c32d0	\Windows\System32\virtdisk.dll
0x850bb35c3460	\Windows\System32\VSSVC.exe
0x850bb35c35f0	\Program Files\Common Files\VMware\Drivers\vss\VCBSnapshotProvider.dll
0x850bb35c3910	\CMApi
0x850bb35c3aa0	\Windows\Temp\vmware-vmvss-SYSTEM.log
0x850bb35c3dc0	\Windows\System32\en-US\vsstrace.dll.mui
0x850bb35c40e0	\$Directory
0x850bb35c4270	\Windows\System32\en-US\AppXDeploymentServer.dll.mui
0x850bb35c4400	\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe\mrt100_app.dll
0x850bb35c4590	\Windows\System32
0x850bb35c4720	\Program Files\VMware\VMware Tools\iconv.dll
0x850bb35c4d60	\Windows\Registration\R000000000006.clb
0x850bb35c4ef0	\CMNotify
0x850bb35c5080	\CMNotify
0x850bb35c5210	\Windows\System32\en-US\VSSVC.exe.mui
0x850bb35c53a0	\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\Safety\network\local\sinkholeCache
0x850bb35c5530	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Quick\{6B07DF9A-CC4E-4DE1-9159-F380753A93A2}
0x850bb35c56c0	\$Directory
0x850bb35c5850	\Program Files\Common Files\VMware\Drivers\vss\VCBSnapshotProvider.dll
0x850bb35c59e0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy\S-1-5-21-2472589887-2189515515-3158893463-1001.pckgdep
0x850bb35c5b70	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\WXLIY7KX\th[1].svg
0x850bb35c5d00	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\ETX3QT27\th[2].svg
0x850bb35c5e90	\CMNotify
0x850bb35c61b0	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\ShellFeeds\GLEAM-DARK.svg
0x850bb35c6340	\Windows\System32\Windows.Security.Integrity.dll
0x850bb35c64d0	\$Directory
0x850bb35c6660	\Users\User\AppData\Local\Microsoft\Windows\INetCache\IE\3XOL379O\LightRainShowersDay[1].svg
0x850bb35c67f0	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\X1YR3WL8\th[2].svg
0x850bb35c6980	\Windows\System32\PCShellCommonProxyStub.dll
0x850bb35c6b10	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\ShellFeeds\GLEAM-LIGHT.svg
0x850bb35c6ca0	\Windows\System32\en-US\mswsock.dll.mui
0x850bb35c6e30	\$Directory
0x850bb36463c0	\$PrepareToShrinkFileSize
0x850bb3883940	\$PrepareToShrinkFileSize
0x850bb3884a80	\Windows\System32\drivers\wd\WdNisDrv.sys
0x850bb3a241e0	\Windows\rescache\_merged\24768367\3832524049.pri
0x850bb3a24370	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
0x850bb3a24500	\Windows\System32\en-US\KernelBase.dll.mui
0x850bb3a24690	\Windows\System32\fontgroupsoverride.dll
0x850bb3a24820	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1
0x850bb3a249b0	\CMApi
0x850bb3a24b40	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx
0x850bb3a24cd0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x850bb3a25180	\$Directory
0x850bb3a25310	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2
0x850bb3a254a0	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartUI.dll
0x850bb3a25630	\Windows\System32\LicenseManagerApi.dll
0x850bb3a257c0	\Users\User\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x850bb3a25950	\$Directory
0x850bb3a25ae0	\Sessions\1\AppContainerNamedObjects\S-1-15-2-515815643-2845804217-1874292103-218650560-777617685-4287762684-137415000
0x850bb3a25c70	\Windows\Prefetch\STARTMENUEXPERIENCEHOST.EXE-DC9B8E9D.pf
0x850bb3a25e00	\Windows\System32\ShellExperiences\Windows.UI.Shell.SharedUtilities.dll
0x850bb3a26440	\Windows\System32\Windows.Globalization.Fontgroups.dll
0x850bb3a265d0	\Windows\System32\ShellCommonCommonProxyStub.dll
0x850bb3a26760	\Windows\System32\Windows.Internal.Shell.Broker.dll
0x850bb3a268f0	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy
0x850bb3a26a80	\Windows\System32\ShellExperiences\Windows.UI.Shell.SharedUtilities.dll
0x850bb3a26c10	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x850bb3a26da0	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\resources.pri
0x850bb3a270c0	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartUI.dll
0x850bb3a27250	\Windows\Fonts\segoeui.ttf
0x850bb3a273e0	\Users\User\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG2
0x850bb3a27700	\Windows\System32\Windows.Storage.ApplicationData.dll
0x850bb3a27890	\Windows\System32\Windows.Management.InprocObjects.dll
0x850bb3a27bb0	\Users\User\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG1
0x850bb3a27d40	\Windows\Prefetch\RUNTIMEBROKER.EXE-68C55521.pf
0x850bb3a27ed0	\Windows\Registration\R000000000006.clb
0x850bb3a28510	\Windows\System32\winevt\Logs\Microsoft-Windows-Storsvc%4Diagnostic.evtx
0x850bb3a286a0	\Windows\rescache\_merged\2500708793\3509022145.pri
0x850bb3a28830	\Users\User\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat
0x850bb3a289c0	\Windows\System32\cflapi.dll
0x850bb3a28b50	\Windows\System32\RuntimeBroker.exe
0x850bb3a28e70	\Windows\System32
0x850bb3a29190	\Windows\SystemResources\Windows.UI.ShellCommon\Windows.UI.ShellCommon.pri
0x850bb3a29320	\Windows\System32\RuntimeBroker.exe
0x850bb3a294b0	\Windows\System32\en-US\crypt32.dll.mui
0x850bb3a29640	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4BackUpKeySvc.evtx
0x850bb3a297d0	\Windows\Registration\R000000000006.clb
0x850bb3a29960	\Windows\System32\en-US\combase.dll.mui
0x850bb3a29af0	\Windows\System32\en-US\dsreg.dll.mui
0x850bb3a29c80	\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.5363_none_7e1ab0d27c839437\TiWorker.exe
0x850bb3a29e10	\Windows\Fonts\segoeui.ttf
0x850bb3a2a130	\Windows\System32\CloudExperienceHostCommon.dll
0x850bb3a2a2c0	\Windows\System32
0x850bb3a2a5e0	\Windows\System32\Windows.Globalization.Fontgroups.dll
0x850bb3a2a770	\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools\File Explorer.lnk
0x850bb3a2a900	\Windows\Prefetch\TIWORKER.EXE-3A01EC76.pf
0x850bb3a2aa90	\Windows\System32\RTMediaFrame.dll
0x850bb3a2ac20	\Windows\System32
0x850bb3a2adb0	\Windows\System32\en-US\svchost.exe.mui
0x850bb3a2b260	\Windows\System32\en-US\windows.storage.dll.mui
0x850bb3a2b3f0	\Windows\servicing\Packages\Microsoft-OneCore-DirectX-Database-FOD-Package~31bf3856ad364e35~amd64~~10.0.19041.5198.mum
0x850bb3a2b580	\Windows\System32\fontgroupsoverride.dll
0x850bb3a2b8a0	\Windows\Logs\CBS\CBS.log
0x850bb3a2ba30	\Windows\System32\Windows.Internal.Shell.Broker.dll
0x850bb3a2bbc0	\Windows\System32
0x850bb3a2bd50	\Windows\SystemResources\Windows.UI.ShellCommon\pris\Windows.UI.ShellCommon.en-US.pri
0x850bb3a2bee0	\Windows\System32\en-US\KernelBase.dll.mui
0x850bb3a2c390	\Windows\servicing\Packages\Microsoft-OneCore-ApplicationModel-Sync-Desktop-FOD-Package~31bf3856ad364e35~amd64~~10.0.19041.4355.mum
0x850bb3a2c520	\Windows\System32\en-US\windows.ui.xaml.dll.mui
0x850bb3a2c9d0	\CMApi
0x850bb3a2ccf0	\$Directory
0x850bb3a2ce80	\Windows\System32\en-US\crypt32.dll.mui
0x850bb3a2d330	\Windows\System32\svchost.exe
0x850bb3a2d4c0	\Windows\Prefetch\SVCHOST.EXE-CC63311C.pf
0x850bb3a2d650	\Windows\servicing\Packages\Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.5371.mum
0x850bb3a2d7e0	\Windows\System32\Windows.Services.TargetedContent.dll
0x850bb3a2db00	\Windows\System32\usosvc.dll
0x850bb3a2dc90	\$Directory
0x850bb3a2e140	\$Directory
0x850bb3a2e2d0	\Windows\servicing\Packages\Microsoft-Windows-MSPaint-FoD-Package~31bf3856ad364e35~wow64~~10.0.19041.1.mum
0x850bb3a2e460	\Windows\servicing\Packages\Microsoft-Windows-MSPaint-FoD-Package~31bf3856ad364e35~amd64~~10.0.19041.5198.mum
0x850bb3a2e5f0	\Windows\System32\en-US\Windows.Globalization.dll.mui
0x850bb3a2e780	\ProgramData\Microsoft\User Account Pictures\user.png
0x850bb3a2e910	\Windows\Prefetch\MOUSOCOREWORKER.EXE-4429AC2B.pf
0x850bb3a2eaa0	\Windows\Fonts\segoeui.ttf
0x850bb3a2ec30	\Windows\servicing\Packages\Microsoft-Windows-MSPaint-FoD-Package~31bf3856ad364e35~wow64~en-US~10.0.19041.1.mum
0x850bb3a2edc0	\Windows\servicing\Packages\Microsoft-Windows-MSPaint-FoD-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.4597.mum
0x850bb3a2f0e0	\Windows\System32\usosvc.dll
0x850bb3a2f400	\Windows\Registration\R000000000006.clb
0x850bb3a2f590	\Windows\System32\upshared.dll
0x850bb3a2f720	\$Directory
0x850bb3a2f8b0	\ProgramData\USOShared\Logs\System\UpdateSessionOrchestration.0bd4a93d-89ca-4592-b471-aebfb0cb02e9.1.etl
0x850bb3a2fa40	\$Directory
0x850bb3a2fbd0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy\S-1-5-21-2472589887-2189515515-3158893463-1001.pckgdep
0x850bb3a2fd60	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
0x850bb3a2fef0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x850bb3a30080	\$Directory
0x850bb3a30210	\Windows\System32\MoUsoCoreWorker.exe
0x850bb3a303a0	\$Directory
0x850bb3a30530	\Sessions\1\AppContainerNamedObjects\S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757
0x850bb3a306c0	\Windows\System32\usoapi.dll
0x850bb3a30850	\Windows\System32\MoUsoCoreWorker.exe
0x850bb3a309e0	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\Search.Core.dll
0x850bb3a30b70	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy
0x850bb3a30d00	\Windows\System32\Windows.Cortana.ProxyStub.dll
0x850bb3a30e90	\Windows\System32\icu.dll
0x850bb3a311b0	\Windows\System32\srpapi.dll
0x850bb3a31340	\Windows\System32\usocoreps.dll
0x850bb3a314d0	\Windows\System32\ConstraintIndex.Search.dll
0x850bb3a31660	\$Directory
0x850bb3a317f0	\Windows\servicing\Sessions\31158386_4027844672.xml
0x850bb3a31980	\Windows\System32\usoapi.dll
0x850bb3a31b10	\Windows\System32\Windows.System.Profile.SystemId.dll
0x850bb3a31ca0	\Windows\System32\Windows.Web.Http.dll
0x850bb3a31e30	\Windows\System32\upshared.dll
0x850bb3a32150	\$Directory
0x850bb3a322e0	\Windows\System32\UIAutomationCore.dll
0x850bb3a32470	\Windows\System32\Windows.UI.Input.Inking.dll
0x850bb3a32600	\Windows\System32\UIAutomationCore.dll
0x850bb3a32790	\Windows\System32\winmmbase.dll
