Volatility 3 Framework 2.21.0

Offset	Name
0x850bb43a13d0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\5c3db923a097fcf7_0
0x850bb43a1560	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\1fa653f3e17d7bd0_0
0x850bb43a16f0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\9fdf888e52922f7b_0
0x850bb43a1880	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\0bb2ce133b46c2fb_0
0x850bb43a1a10	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\4a8a653c5699af33_0
0x850bb43a1ba0	\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.3636_none_91a19322cc8a92a3
0x850bb43a1d30	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\9628f8c7ad684eb4_0
0x850bb43a1ec0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\80ffc8d5cb92ba0e_0
0x850bb43a21e0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\60f37d4e95b148a6_0
0x850bb43a2370	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\4378a8e497c18a91_0
0x850bb43a2500	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\60f37d4e95b148a6_1
0x850bb43a2690	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\47d34470b0fe6756_0
0x850bb43a2820	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\55a83b115fd80ff7_0
0x850bb43a29b0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\8c0ce96bc83e623f_0
0x850bb43a2b40	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\548fc7cc98d4683c_0
0x850bb43a2cd0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\e685ff6e5513fccc_0
0x850bb43a2e60	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\e9869be1e4f63d26_0
0x850bb43a3180	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\dbf0dd903ae1bd97_0
0x850bb43a3310	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\94a64f29dc9f5fa9_0
0x850bb43a34a0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\8245a9547141ec9a_0
0x850bb43a3630	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\8245a9547141ec9a_1
0x850bb43a37c0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\6c2494be7a89a221_0
0x850bb43a3950	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\b569dfd0b192c2ba_0
0x850bb43a3ae0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\43aa7ee4aa6f1282_0
0x850bb43a3c70	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\ec68d4c5d4a9361d_0
0x850bb43a3e00	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\55a83b115fd80ff7_1
0x850bb43a4120	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\d6ce5f9bcfd59c2e_1
0x850bb43a42b0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\dbf0dd903ae1bd97_1
0x850bb43a4440	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\cb66d5761a28669d_0
0x850bb43a45d0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\7d1c8bc3f93321c2_0
0x850bb43a4760	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\563715181a722c55_0
0x850bb43a48f0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\67322ec510bc2d47_0
0x850bb43a4a80	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\7728fe9800a72546_0
0x850bb43a4c10	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\cb66d5761a28669d_1
0x850bb43a4da0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\7d1c8bc3f93321c2_1
0x850bb43a50c0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\8c0ce96bc83e623f_1
0x850bb43a5250	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\d6ce5f9bcfd59c2e_0
0x850bb43a53e0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\8e78aaf17a990cbc_1
0x850bb43a5570	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\ce9a2becd154cc0b_0
0x850bb43a5700	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\ce9a2becd154cc0b_1
0x850bb43a5890	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\assets\contrast-white\StoreLogo.scale-150_altform-colorful_theme-light.png
0x850bb43a5a20	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\be28094ee6b770cf_0
0x850bb43a5bb0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\3c648988557f52ab_0
0x850bb43a5d40	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\d04579e65d2673eb_0
0x850bb43a5ed0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\8f6b8d9b22353ef3_0
0x850bb43a61f0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\0feccf9214f8956a_0
0x850bb43a6380	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\67b6a5aa664655cb_0
0x850bb43a6510	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\a2db870cdbb79778_0
0x850bb43a66a0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\0feccf9214f8956a_1
0x850bb43a6830	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\679e0b19c1929413_0
0x850bb43a69c0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\f4abb8c1a58e283c_1
0x850bb43a6b50	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\6d6ec7658cb4a09b_0
0x850bb43a6ce0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\66112c736437a321_0
0x850bb43a6e70	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\53a27a30b40b15f6_0
0x850bb43a7190	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\2f7ce686199d6eb5_0
0x850bb43a7320	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\819f3848762bde15_1
0x850bb43a74b0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\d9075b951a7aa9b5_0
0x850bb43a7640	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\2733b1fa30133dc5_1
0x850bb43a77d0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\041765472917be83_0
0x850bb43a7960	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\f4abb8c1a58e283c_0
0x850bb43a7af0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\8f6b8d9b22353ef3_1
0x850bb43a7c80	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\a7ab4594a9f38036_0
0x850bb43a7e10	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\53d1e2a877e0088b_0
0x850bb43a8130	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\819f3848762bde15_0
0x850bb43a82c0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\53d1e2a877e0088b_1
0x850bb43a8450	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\8e78aaf17a990cbc_0
0x850bb43a85e0	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\HxOutlook.View.dll
0x850bb43a8770	\Users\User\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
0x850bb43a8900	\$Directory
0x850bb43a8a90	\Windows\System32\SecurityHealthSystray.exe
0x850bb43a8c20	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\HxOutlook.Resources.dll
0x850bb43a8db0	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\HxOutlook.ViewModel.dll
0x850bb43a90d0	\Windows\System32\en-US\windows.storage.dll.mui
0x850bb43a9260	\Windows\System32\drprov.dll
0x850bb43a9580	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000029
0x850bb43a9710	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00001a
0x850bb43a98a0	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\HxTsr.exe
0x850bb43a9a30	\Users\User\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\TempState\d5a8f02229be41efb047bd8f883ba799.db.ses
0x850bb43a9bc0	\Windows\System32\SecurityHealthSystray.exe
0x850bb43a9d50	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\Office.UI.Xaml.HxShared.dll
0x850bb43aa200	\Windows\System32\imageres.dll
0x850bb43aa390	\Users\User\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0x850bb43aa520	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\assets\SmallTile.scale-125_altform-colorful_theme-light.png
0x850bb43aa6b0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000023
0x850bb43aa840	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\assets\LargeTile.scale-150_altform-colorful_theme-light.png
0x850bb43aa9d0	\Windows\System32\WinMetadata\Windows.System.winmd
0x850bb43aab60	\Windows\Resources\Themes\aero\Shell\NormalColor\shellstyle.dll
0x850bb43aae80	\Windows\System32\Windows.System.Diagnostics.Telemetry.PlatformTelemetryClient.dll
0x850bb43ab1a0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\assets\SmallTile.scale-150.png
0x850bb43ab330	\Windows\System32
0x850bb43ab4c0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000028
0x850bb43ab650	\Windows\System32\SecurityHealthProxyStub.dll
0x850bb43ab7e0	\ProgramData\Microsoft\Windows\AppRepository\Packages\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\ActivationStore.dat.LOG2
0x850bb43ab970	\Windows\System32\en-US\mpr.dll.mui
0x850bb43abb00	\Windows\System32\davclnt.dll
0x850bb43abc90	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\assets\SplashScreen.scale-200_altform-colorful_theme-dark.png
0x850bb43abe20	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\HxCommModel.dll
0x850bb43ac140	\Program Files\WindowsApps\Microsoft.UI.Xaml.2.7_7.2409.9001.0_x64__8wekyb3d8bbwe\resources.pri
0x850bb43ac2d0	\Windows\System32\davhlpr.dll
0x850bb43ac460	\ProgramData\Microsoft\Windows\AppRepository\Packages\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\ActivationStore.dat
0x850bb43ac780	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\719c5333bb244cca_0
0x850bb43ac910	\Users\User\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0x850bb43acaa0	\Windows\Prefetch\VMTOOLSD.EXE-90328040.pf
0x850bb43acc30	\$Directory
0x850bb43acdc0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.3636_none_7931fb75243f97c8\comctl32.dll
0x850bb43ad0e0	\Program Files\VMware\VMware Tools\plugins\vmusr\unity.dll
0x850bb43ad270	\Program Files\VMware\VMware Tools\plugins\vmusr\darkModeSync.dll
0x850bb43ad400	\Program Files\VMware\VMware Tools\plugins\vmusr\desktopEvents.dll
0x850bb43ad590	\Program Files\VMware\VMware Tools\glibmm-2.4.dll
0x850bb43ad720	\Users\User\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db
0x850bb43ad8b0	\Windows\System32\atl.dll
0x850bb43ada40	\Windows\System32\mfc140enu.dll
0x850bb43adbd0	\Windows\SystemResources\imageres.dll.mun
0x850bb43add60	\Windows\System32\mfc140u.dll
0x850bb43ae080	\Program Files\VMware\VMware Tools\sigc-2.0.dll
0x850bb43ae210	\Windows\System32\en-US\dui70.dll.mui
0x850bb43ae3a0	\Windows\System32\ntlanman.dll
0x850bb43ae530	\ProgramData\Microsoft\Windows\AppRepository\Packages\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\ActivationStore.dat.LOG1
0x850bb43ae6c0	\Windows\SysWOW64\urlmon.dll
0x850bb43ae850	\CMApi
0x850bb43ae9e0	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_a863d714867441db
0x850bb43aeb70	\Users\User\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\LocalState\Migration\correlation.json
0x850bb43aed00	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\c24f9c8890df0146_0
0x850bb43aee90	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\fea2d9f53908eefd_0
0x850bb43af1b0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\assets\StoreLogo.scale-100.png
0x850bb43af340	\Program Files\Common Files\microsoft shared\ClickToRun\AppvIsvSubsystems32.dll
0x850bb43af4d0	\Program Files (x86)\Microsoft Office\root\Office16\vcruntime140.dll
0x850bb43af660	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\7f08cd5e1a7c74e4_0
0x850bb43af7f0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\a46af271254aae5f_0
0x850bb43af980	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\ec3dec2fede146ce_0
0x850bb43afb10	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\assets\StoreLogo.scale-150_altform-colorful_theme-light.png
0x850bb43afca0	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\office.odf
0x850bb43afe30	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\00a271c6ba9284ad_1
0x850bb4623370	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\baf649690c2c6388_0
0x850bb4623500	\Windows\Fonts\consola.ttf
0x850bb4623690	\Windows\System32
0x850bb4623820	\Windows\Fonts\consolaz.ttf
0x850bb46239b0	\Windows\Registration\R000000000006.clb
0x850bb4623b40	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\HxOutlookBackground.dll
0x850bb4623cd0	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe
0x850bb4623e60	\Windows\System32\en-US\securityhealthsso.dll.mui
0x850bb4624180	\Windows\System32\SecurityHealthSSO.dll
0x850bb4624310	\Windows\Prefetch\HXTSR.EXE-B813D2ED.pf
0x850bb46244a0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\6cb03d8d3bf25eb3_0
0x850bb4624630	\Windows\Temp\vmware-vmusr-User.log
0x850bb4624ae0	\Windows\Fonts\segoeui.ttf
0x850bb4625120	\Windows\Fonts\consolai.ttf
0x850bb4625440	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\d5df3f56f3028681_0
0x850bb46258f0	\Windows\Temp\vmware-vmtoolsd-User.log
0x850bb4625a80	\Windows\Fonts\consolab.ttf
0x850bb4625da0	\Windows\System32\SecurityHealthSSO.dll
0x850bb46260c0	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22178.0_x64__8wekyb3d8bbwe\HxOutlookBackground.dll
0x850bb46263e0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\83b39fa24d8d0bf0_1
0x850bb4626570	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00002f
0x850bb4626890	\Users\User\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\Temp\mat-debug-7752.log
0x850bb4626a20	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\assets\contrast-black\LargeTile.scale-200_altform-colorful_theme-light.png
0x850bb4626bb0	\Windows\System32\networkexplorer.dll
0x850bb4626d40	\Windows\System32\en-US\KernelBase.dll.mui
0x850bb46271f0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\ec37128008082892_1
0x850bb4627380	\Users\User\3D Objects\desktop.ini
0x850bb4627510	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00002b
0x850bb46276a0	\Program Files\VMware\VMware Tools\plugins\vmusr\darkModeSync.dll
0x850bb4627830	\Windows\System32\en-US\UserDataAccessRes.dll.mui
0x850bb4627b50	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\192386fd3846067f_1
0x850bb4627ce0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\baa3c9c32f51e5c5_1
0x850bb4627e70	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5
0x850bb4628320	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\2ee9d3614f7419f1_0
0x850bb46284b0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\83b39fa24d8d0bf0_0
0x850bb4628640	\Program Files (x86)\Microsoft OneDrive\OneDrive.exe
0x850bb46287d0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000032
0x850bb4628960	\Windows\System32\PlayToDevice.dll
0x850bb4628c80	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\192386fd3846067f_0
0x850bb4629130	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\baa3c9c32f51e5c5_0
0x850bb46292c0	\Windows\Temp\vmware-vmusr-User.log
0x850bb4629450	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\ec37128008082892_0
0x850bb46295e0	\Program Files\VMware\VMware Tools\VMwareResolutionSet.exe
0x850bb4629770	\Windows\System32\AppListBackupLauncher.dll
0x850bb4629900	\Windows\Prefetch\ONEDRIVE.EXE-ADAA7004.pf
0x850bb4629c20	\ProgramData\VMware\VMware Tools\Unity Filters\adobephotoshopcs3.txt
0x850bb4629db0	\Windows\SysWOW64\uxtheme.dll
0x850bb462a0d0	\Windows\System32\EhStorAPI.dll
0x850bb462a3f0	\$Directory
0x850bb462a580	\Windows\System32\mfc140enu.dll
0x850bb462a710	\ProgramData\VMware\VMware Tools\Unity Filters\googledesktop.txt
0x850bb462a8a0	\Windows\System32\SecurityHealthService.exe
0x850bb462aa30	\Windows
0x850bb462abc0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AppListBackup.dll
0x850bb462ad50	\Windows\System32\DeviceDirectoryClient.dll
0x850bb462aee0	\ProgramData\VMware\VMware Tools\Unity Filters\adobeflashcs3.txt
0x850bb462b200	\ProgramData\VMware\VMware Tools\Unity Filters\vmwarefilters.txt
0x850bb462b390	\Windows\System32\WiFiCloudStore.dll
0x850bb462b520	\ProgramData\VMware\VMware Tools\Unity Filters\win7gadgets.txt
0x850bb462b6b0	\Windows\Microsoft.NET\Framework64\v4.0.30319\ngentasklauncher.dll
0x850bb462b840	\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvc.dll
0x850bb462b9d0	\ProgramData\VMware\VMware Tools\Unity Filters\visualstudio2005.txt
0x850bb462bb60	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesX64\Microsoft Office\Office16\ONFILTER.DLL
0x850bb462bcf0	\Program Files\VMware\VMware Tools\VMToolsHook64.dll
0x850bb462be80	\Windows\System32\WindowsCodecsRaw.dll
0x850bb462c1a0	\ProgramData\VMware\VMware Tools\Unity Filters\microsoftoffice.txt
0x850bb462c4c0	\Program Files (x86)\Microsoft OneDrive\OneDrive.exe
0x850bb462c650	\ProgramData\VMware\VMware Tools\Unity Filters\vistasidebar.txt
0x850bb462c7e0	\Users\User\AppData\Local\Microsoft\Edge\User Data\first_party_sets.db-journal
0x850bb462c970	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\cb0ba281a3ea7085_0
0x850bb462cb00	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\57e38f4d6de24451_0
0x850bb462cc90	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\f4985b7a67019937_1
0x850bb462ce20	\$Directory
0x850bb462d140	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\475fac05b3942ef4_0
0x850bb462d2d0	\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\53baa3d4-c314-4a30-b762-80e9660e79d7\475fac05b3942ef4_1
0x850bb462d460	\$Directory
